title,pageid,context,rating
CD Ilunion,44839033,"Club Deportivo Ilunion, formerly known as Club Deportivo Fundosa ONCE, is a wheelchair basketball team based in Madrid, Spain.
",10
CP Mideba,44845928,"Club Polideportivo Minusválidos Deportistas de Badajoz, more commonly known as Mideba Extremadura, is a wheelchair basketball team based in Badajoz, Extremadura, Spain.",7
Joventut Badalona,3445289,"Club Joventut de Badalona, S.A.D. (Catalan pronunciation: [ˈkɫub ʒuβənˈtud bəðəˈɫonə]), Divina Seguros Joventut for sponsorship reasons, is a Spanish professional basketball club based in Badalona, Spain, playing in the Asociación de Clubs de Baloncesto (ACB). Known to their fans as La Penya (in English, The Club), it is one of only three teams that have never been relegated from the top division of the Spanish League. The only other two are Real Madrid and Estudiantes. In 1994, Badalona was the champion of the FIBA European Champions' Cup, which is now called the EuroLeague.
Well-known players have included: Jordi Villacampa, Rafael Jofresa, Raül López, Rudy Fernández, and Ricky Rubio.",94
Spain men's national wheelchair basketball team,41157577,"Spain men's national wheelchair basketball team has represented Spain at the IWBF European Championships, IWBF World Championships and at the Paralympic Games. The team won a bronze at the 2013 European Championships. They finished fifth at the 2012 Summer Paralympics, and sixth at the 1992 Summer Paralympics. Spain also has a men's national under-22 team and under-23 team. The under-23 team finished second at the 2009 Paris European Championships.
",13
Galatasaray S.K. (wheelchair basketball),19061905,"Galatasaray Wheelchair Basketball Team is the wheelchair basketball section of Galatasaray SK, a major sports club in Istanbul, Turkey. Galatasaray play matches in 2.200-seat arena, called the Ahmet Cömert Sport Hall.




",55
Turkey men's national wheelchair basketball team,32289134,"The Turkey Men's National Wheelchair Basketball Team is the wheelchair basketball side that represents Turkey in international competitions for men. The team is nicknamed ""12 Cesur Yürek"" (lierally ""12 Brave Hearts"").",93
Turkey women's national wheelchair basketball team,40521711,"The Turkey Women's National Wheelchair Basketball Team (Turkish: Türkiye Tekerlekli Sandalye Basketbol Kadın Milli Takımı) is the wheelchair basketball side that represents Turkey in international competitions for women.
The national team ranked sixth at the Women's European Wheelchair Basketball Championship held on June 28-July 8, 2013 in Frankfurt, Germany after losing to Spain with 39-59 in the play-offs.",62
Australia men's national wheelchair basketball team,31091414,"The Australia men's national wheelchair basketball team is the men's wheelchair basketball side that represents Australia in international competitions. The team is known as the Rollers. Australia took the gold medal at the 1996 Atlanta Paralympic Games and 2008 Beijing Paralympic Games.
Australia has competed at every men's wheelchair basketball tournament at the Paralympic Games except 1964. Kevin Coombs was Australia's the first captain of the men's wheelchair basketball team.
The Rollers qualified for the 2016 Summer Paralympics by winning the 2015 Asia Oceania Qualifying Tournament and finished sixth. .
",18
Canada men's national wheelchair basketball team,46757302,"The Canada men's national wheelchair basketball team is one of Canada's most successful paralympic sporting teams. It is the only national men's wheelchair basketball team to have won two consecutive gold medals at the Paralympic Games in 2000 and 2004, and the only one to have won three paralympic titles. It also won World Wheelchair Basketball Championships in 2006 and was runner-up in 1986.",80
China men's national wheelchair basketball team,41155425,The China Men's National Wheelchair Basketball Team is the wheelchair basketball side that represents China in international competitions for men as part of the International Wheelchair Basketball Federation.,23
Chinese Taipei men's national wheelchair basketball team,41228832,The Taiwan Men's National Wheelchair Basketball Team is the wheelchair basketball side that represents Taiwan in international competitions for men as part of the International Wheelchair Basketball Federation. At 2011 Asia-Oceania Championship they finished on fourth place.,19
Great Britain men's national wheelchair basketball team,31518104,"The Great Britain men's national wheelchair basketball team is the men's wheelchair basketball side that represents Great Britain in international competitions.
Great Britain has competed at every men's wheelchair basketball tournament at the Paralympic Games since the first tournament in 1960.",74
Iran men's national wheelchair basketball team,41155431,"The Iran Men's National Wheelchair Basketball Team is the wheelchair basketball side that represents Iran in international competitions for men as part of the International Wheelchair Basketball Federation.
",89
Japan men's national wheelchair basketball team,41155444,The Japan Men's National Wheelchair Basketball Team is the wheelchair basketball side that represents Japan in international competitions for men as part of the International Wheelchair Basketball Federation.,20
Kuwait men's national wheelchair basketball team,41155461,The Kuwait Men's National Wheelchair Basketball Team is the wheelchair basketball side that represents Kuwait in international competitions for men as part of the International Wheelchair Basketball Federation. They are part of the Kuwait Disabled Sport Club.,32
Malaysia men's national wheelchair basketball team,41155464,The Malaysia Men's National Wheelchair Basketball Team is the wheelchair basketball side that represents Malaysia in international competitions for men as part of the International Wheelchair Basketball Federation.,43
Netherlands men's national wheelchair basketball team,55084387,"The Netherlands men's national wheelchair basketball team is the men's whelchair basketball side that represents the Netherlands in the major wheelchair basketball competitions.
It has thirteen European medals including a title, two world finals and the Paralympic title in its fifth final (won in 1992 in front of Germany and France) on its record.",64
New Zealand men's national wheelchair basketball team,41183389,The New Zealand Men's National Wheelchair Basketball Team is the wheelchair basketball side that represents New Zealand in international competitions for men as part of the International Wheelchair Basketball Federation.,54
Philippines men's national wheelchair basketball team,41155477,The Philippines men's national wheelchair basketball team is the wheelchair basketball side that represents Philippines in international competitions for men as part of the International Wheelchair Basketball Federation.,36
South Korea men's national wheelchair basketball team,41155482,The South Korea Men's National Wheelchair Basketball Team is the wheelchair basketball side that represents South Korea in international competitions for men as part of the International Wheelchair Basketball Federation.,47
Spain men's national wheelchair basketball team,41157577,"Spain men's national wheelchair basketball team has represented Spain at the IWBF European Championships, IWBF World Championships and at the Paralympic Games. The team won a bronze at the 2013 European Championships. They finished fifth at the 2012 Summer Paralympics, and sixth at the 1992 Summer Paralympics. Spain also has a men's national under-22 team and under-23 team. The under-23 team finished second at the 2009 Paris European Championships.
",11
Thailand men's national wheelchair basketball team,41155497,"The Thailand Men's National Wheelchair Basketball Team is the wheelchair basketball side that represents Thailand in international competitions for men, as part of the International Wheelchair Basketball Federation.",50
Turkey men's national wheelchair basketball team,32289134,"The Turkey Men's National Wheelchair Basketball Team is the wheelchair basketball side that represents Turkey in international competitions for men. The team is nicknamed ""12 Cesur Yürek"" (lierally ""12 Brave Hearts"").",11
