title,pageid,context,rating
Tennessean (train),5205420,"The Tennessean was a named passenger train jointly-operated by the Norfolk and Western Railway (N&amp;W) and the Southern Railway (SR). Inaugurated on May 17, 1941, its route ran from Washington, DC, to Lynchburg, Virginia, on the SR, then on to Bristol, Tennessee, on the N&amp;W, terminating at Memphis Union Station via the SR. The St. Louis Southwestern Railway inaugurated a new passenger train, the Morning Star from Memphis to Dallas, specifically to provide close connections with the Tennessean at Memphis.
Intended to replace the Memphis Special as the preeminent carrier on the Washington–Memphis run, one of its critical duties was the transportation of mail for the Railway Mail Service division of the Post Office Department. The train's almost immediate success was further bolstered by a sharp rise in passenger traffic during World War II. The Tennessean carried a Bristol-Nashville sleeping car, a Chattanooga-Memphis sleeper, and a New York-Memphis sleeper. The heavyweight Pullman sleeping cars were painted silver to help them blend in with the train's stainless-steel, streamlined baggage cars, dining cars, coaches, and observation cars. Following World War II, streamlined sleeping cars replaced the heavyweight sleepers on the Tennessean.
The amenities provided on the Tennessean were gradually curtailed as Southern Railway attempted to reduce operating losses. By the early 1960s, the train carried only coaches and a single Pullman sleeper, in addition to the railway post office car and express and mail cars. Due to a decline in overall ridership, and Southern Railway's determination to escape the expensive burden of operating Memphis Union Station, the Tennessean was discontinued on March 30, 1968. This discontinuance ended all Southern Railway passenger train service to Memphis, allowing abandonment of Memphis Union Station.",68
Texas Chief,14389624,"The Texas Chief was a passenger train operated by the Atchison, Topeka and Santa Fe Railway between Chicago, Illinois, and Galveston, Texas. It was the first Santa Fe ""Chief"" outside the Chicago–Los Angeles routes. The Santa Fe conveyed the Texas Chief to Amtrak in 1971, which renamed it the Lone Star in 1974. The train was taken off in 1979.
",26
Texas Eagle (MP train),28287838,"The Texas Eagle was a streamlined passenger train operated by the Missouri Pacific Railroad and the Texas and Pacific Railway between St. Louis, Missouri, and multiple destinations in the state of Texas. It operated from 1948 to 1971. The Texas Eagle was one of many trains discontinued when Amtrak began operations in 1971, although Amtrak would revive service over the Missouri Pacific with the Inter-American in 1974. This train was renamed the Eagle in 1981 and finally the Texas Eagle in 1988.",66
Texas Special,15330624,"The Texas Special was a named passenger train operated jointly by the Missouri-Kansas-Texas Railroad (also known as the MKT or the Katy) and the St. Louis-San Francisco Railway (the Frisco). It was the flagship of both these lines, operating between St. Louis, Missouri, and San Antonio, Texas, from 1915 until 1959, after which time the Katy changed the northern destination from St Louis to Kansas City after the Frisco discontinued service from St. Louis.
",84
Thoroughbred (train),35550530,"The Thoroughbred was a streamlined passenger train operated by the Chicago, Indianapolis and Louisville Railway (Monon) between Chicago, Illinois and Louisville, Kentucky via Monon, Indiana. It operated from 1948 to 1967. The Thoroughbred was the last passenger train operated by the Monon. It was named for the Thoroughbred horse breeds, a nod to the horse racing heritage of Louisville.",32
Trail Blazer (train),17256000,"The Trail Blazer was a named passenger train operated by the Pennsylvania Railroad from Chicago, Illinois, to New York City, via Pittsburgh, Pennsylvania. The Trail Blazer was a coach-only train that provided a 17-hour service between New York to Chicago. The Trail Blazer was one of the first all-coach trains (along with the Santa Fe's El Capitan) to provide premium services comparable to a Pullman train. Service began on July 28, 1939, and was an immediate success. The number of passengers on the Trail Blazer frequently exceeded those of the Pennsylvania's better-known train, the Broadway Limited. In 1951 the Pennsylvania combined the Trail Blazer and General into one service. However, their time table still distinguished the two trains until July 26, 1959, when the Trail Blazer's name was removed.",56
Twilight Limited,36377859,"The Twilight Limited was a named passenger train in the United States which initially operated between Chicago, Illinois, and Detroit, Michigan. The New York Central Railroad introduced the train in 1926, and it continued until the formation of Amtrak (the National Railroad Passenger Corporation) in 1971, although it lost its name in 1967. Amtrak renamed the train St. Clair, feeling that the name ""Twilight Limited"" had undesirable connotations and imagery for a company trying to save passenger rail service. Amtrak revived the name in 1976 for a new train frequency on the Chicago–Detroit corridor, and kept the name until all trains on that corridor were renamed Wolverine in 2004.
",64
Twin Cities 400,2885020,"The 400 (later named the Twin Cities 400) was a named passenger train operated by the Chicago and North Western Railway between Chicago and Saint Paul, with a final stop in Minneapolis. The train took its name from the schedule of 400 miles between the cities in 400 minutes, and was also a nod to ""The Four Hundred Club"", a term coined by Ward McAllister to refer to the social elite of New York City in the late 19th century. It was an express train with limited stops between Chicago and the Twin Cities. It ran from 1935 to 1963 and spawned a number of ""400"" trains.
",12
Twin Cities Hiawatha,18949010,"The Twin Cities Hiawatha, often just Hiawatha, was a named passenger train operated by the Chicago, Milwaukee, St. Paul and Pacific Railroad (also known as the Milwaukee Road), and traveled from Chicago to the Twin Cities. The original train takes its name from the epic poem The Song of Hiawatha by Henry Wadsworth Longfellow. There are a number of Hiawatha-themed names within the city of Minneapolis, the terminus of the original train. The first Hiawatha ran in 1935; in 1939 the Milwaukee Road introduced a second daily trip between Chicago and Minneapolis. The two trains were known as the Morning Hiawatha and Afternoon Hiawatha, or sometimes the AM Twin Cities Hiawatha and PM Twin Cities Hiawatha. The Milwaukee Road discontinued the Afternoon Hiawatha in 1970 while the Morning Hiawatha continued running until the formation of Amtrak in 1971.
",63
Twin Star Rocket,18372440,"The Twin Star Rocket was a passenger train operated by the Chicago, Rock Island and Pacific Railroad. Introduced on January 14, 1945, it was the only new streamlined train permitted to enter service in World War II by the U.S. Government. The new train became the second longest north–south train itinerary under the management of a single railroad in the United States (and the longest measured by great circle distance) with its northern terminal at the Milwaukee Road’s Minneapolis, Minnesota depot and southern terminal 1,363 miles (2,194 km) away at Houston, Texas. The name of the new streamlined train was derived from its terminal states—Texas being known as the Lone Star State and Minnesota as the North Star State.
",0
Valley Flyer,5697021,"The Valley Flyer was a short-lived named passenger train of the Atchison, Topeka and Santa Fe Railway.
The all-heavyweight, ""semi-streamlined"" train ran between Bakersfield and Oakland, California (through California's San Joaquin Valley, hence the name) during the 1939–1940 Golden Gate International Exposition on ""Treasure Island"" in San Francisco Bay. Motive power was two Baldwin-built 1300 class 4-6-2 ""Pacific"" locomotives refurbished and decorated for the train. It was the Santa Fe's first attempt at streamlining older steam power.
The locomotives had metal skirting along the sides, painted aluminum (as were the nose and smokestack) with red and yellow stripes, these being outlined by black pinstripes; the tenders were similarly decorated. A yellow ""Circle and Cross"" emblem backed by red ""wings"" was emblazoned across the front of the locomotive above the pilot deck, and on each side of the tender, which also featured a red ""wing."" The air-conditioned rolling stock was painted aluminum with red and yellow stripes along their sills, bordered with black pinstripes (somewhat like Santa Fe's passenger diesel locomotives). Stripes on the combine unit split into two sets, with one set sweeping up to align with those on the locomotive tenders. Window shades were painted matte aluminum. The sides of the passenger cars bore ""SANTA FE"" in black, extra extended Railroad Roman letters. The design of the Valley Flyer's drumhead was inspired by that of its counterpart, the Golden Gate.
The first run was on June 11, 1939. The train left Bakersfield daily at 6:30 a.m. PST and arrived in Oakland at 12:35 p.m., then returned at 1:55 p.m., pulling into Bakersfield at 8:00 p.m. Beginning on October 27, 1941, the Flyer cars (save for the lounge car) were used to transport troops as a section of the San Diegan on the Santa Fe's ""Surf Line"" between Los Angeles and San Diego. In 1942 the trainset was discontinued and the passenger cars returned to pool service, repainted Coach Green.
The 1337 class 4-6-2 pacifics #1369 and #1376 were de-streamlined and served the Santa Fe until the early 1950s with #1376 being scrapped in 1950 and #1369 heading off to the scrapyard in 1951.
",34
